2026-01-21 13:02:23.485 UTC,,,1,,6970ce5f.1,1,,2026-01-21 13:02:23 UTC,,0,LOG,00000,"starting PostgreSQL 17.7 (Debian 17.7-3.pgdg13+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 14.2.0-19) 14.2.0, 64-bit",,,,,,,,,"","postmaster",,0
2026-01-21 13:02:23.507 UTC,,,1,,6970ce5f.1,2,,2026-01-21 13:02:23 UTC,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2026-01-21 13:02:23.507 UTC,,,1,,6970ce5f.1,3,,2026-01-21 13:02:23 UTC,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2026-01-21 13:02:23.578 UTC,,,1,,6970ce5f.1,4,,2026-01-21 13:02:23 UTC,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2026-01-21 13:02:23.660 UTC,,,67,,6970ce5f.43,1,,2026-01-21 13:02:23 UTC,,0,LOG,00000,"database system was shut down at 2026-01-21 13:02:21 UTC",,,,,,,,,"","startup",,0
2026-01-21 13:02:23.791 UTC,,,1,,6970ce5f.1,5,,2026-01-21 13:02:23 UTC,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2026-01-21 13:06:02.737 UTC,,,1,,6970ce5f.1,6,,2026-01-21 13:02:23 UTC,,0,LOG,00000,"received fast shutdown request",,,,,,,,,"","postmaster",,0
2026-01-21 13:06:02.746 UTC,,,1,,6970ce5f.1,7,,2026-01-21 13:02:23 UTC,,0,LOG,00000,"aborting any active transactions",,,,,,,,,"","postmaster",,0
2026-01-21 13:06:02.753 UTC,,,1,,6970ce5f.1,8,,2026-01-21 13:02:23 UTC,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 70) exited with exit code 1",,,,,,,,,"","postmaster",,0
2026-01-21 13:06:02.754 UTC,,,65,,6970ce5f.41,1,,2026-01-21 13:02:23 UTC,,0,LOG,00000,"shutting down",,,,,,,,,"","checkpointer",,0
2026-01-21 13:06:02.759 UTC,,,65,,6970ce5f.41,2,,2026-01-21 13:02:23 UTC,,0,LOG,00000,"checkpoint starting: shutdown immediate",,,,,,,,,"","checkpointer",,0
2026-01-21 13:06:02.846 UTC,,,65,,6970ce5f.41,3,,2026-01-21 13:02:23 UTC,,0,LOG,00000,"checkpoint complete: wrote 19 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.034 s, sync=0.019 s, total=0.092 s; sync files=11, longest=0.003 s, average=0.002 s; distance=28 kB, estimate=28 kB; lsn=0/191CA20, redo lsn=0/191CA20",,,,,,,,,"","checkpointer",,0
2026-01-21 13:06:02.929 UTC,,,1,,6970ce5f.1,9,,2026-01-21 13:02:23 UTC,,0,LOG,00000,"database system is shut down",,,,,,,,,"","postmaster",,0
