2026-01-26 10:57:28.562 UTC,,,1,,69774898.1,1,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"starting PostgreSQL 17.7 (Debian 17.7-3.pgdg13+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 14.2.0-19) 14.2.0, 64-bit",,,,,,,,,"","postmaster",,0
2026-01-26 10:57:28.564 UTC,,,1,,69774898.1,2,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,,"","postmaster",,0
2026-01-26 10:57:28.564 UTC,,,1,,69774898.1,3,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,,"","postmaster",,0
2026-01-26 10:57:28.612 UTC,,,1,,69774898.1,4,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2026-01-26 10:57:28.730 UTC,,,31,,69774898.1f,1,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"database system was interrupted; last known up at 2026-01-26 08:44:24 UTC",,,,,,,,,"","startup",,0
2026-01-26 10:57:38.745 UTC,,,31,,69774898.1f,2,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"syncing data directory (pre-fsync), elapsed time: 10.00 s, current path: ./base/16388/13471_vm",,,,,,,,,"","startup",,0
2026-01-26 10:57:48.737 UTC,,,31,,69774898.1f,3,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"syncing data directory (pre-fsync), elapsed time: 20.00 s, current path: ./base/5/1255_fsm",,,,,,,,,"","startup",,0
2026-01-26 10:57:55.010 UTC,,,31,,69774898.1f,4,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"database system was not properly shut down; automatic recovery in progress",,,,,,,,,"","startup",,0
2026-01-26 10:57:55.057 UTC,,,31,,69774898.1f,5,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"redo starts at 0/1F17248",,,,,,,,,"","startup",,0
2026-01-26 10:57:55.058 UTC,,,31,,69774898.1f,6,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"invalid record length at 0/1F17350: expected at least 24, got 0",,,,,,,,,"","startup",,0
2026-01-26 10:57:55.058 UTC,,,31,,69774898.1f,7,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"redo done at 0/1F17318 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s",,,,,,,,,"","startup",,0
2026-01-26 10:57:55.101 UTC,,,29,,69774898.1d,1,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"checkpoint starting: end-of-recovery immediate wait",,,,,,,,,"","checkpointer",,0
2026-01-26 10:57:55.208 UTC,,,29,,69774898.1d,2,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.020 s, sync=0.026 s, total=0.109 s; sync files=2, longest=0.022 s, average=0.013 s; distance=0 kB, estimate=0 kB; lsn=0/1F17350, redo lsn=0/1F17350",,,,,,,,,"","checkpointer",,0
2026-01-26 10:57:55.244 UTC,,,1,,69774898.1,5,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2026-01-26 11:12:55.324 UTC,,,29,,69774898.1d,3,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-26 11:12:56.298 UTC,,,29,,69774898.1d,4,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"checkpoint complete: wrote 8 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.867 s, sync=0.015 s, total=0.978 s; sync files=7, longest=0.004 s, average=0.003 s; distance=4 kB, estimate=4 kB; lsn=0/1F185D0, redo lsn=0/1F18578",,,,,,,,,"","checkpointer",,0
2026-01-26 12:07:55.691 UTC,,,29,,69774898.1d,5,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-26 12:08:01.714 UTC,,,29,,69774898.1d,6,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"checkpoint complete: wrote 57 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.802 s, sync=0.098 s, total=6.031 s; sync files=54, longest=0.026 s, average=0.002 s; distance=261 kB, estimate=261 kB; lsn=0/1F59AE8, redo lsn=0/1F59A58",,,,,,,,,"","checkpointer",,0
2026-01-26 12:17:55.781 UTC,,,29,,69774898.1d,7,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-26 12:17:55.997 UTC,,,29,,69774898.1d,8,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.116 s, sync=0.036 s, total=0.217 s; sync files=2, longest=0.022 s, average=0.018 s; distance=4 kB, estimate=235 kB; lsn=0/1F5AE18, redo lsn=0/1F5ADC0",,,,,,,,,"","checkpointer",,0
2026-01-26 12:47:56.194 UTC,,,29,,69774898.1d,9,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-26 12:47:56.831 UTC,,,29,,69774898.1d,10,,2026-01-26 10:57:28 UTC,,0,LOG,00000,"checkpoint complete: wrote 6 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.527 s, sync=0.043 s, total=0.638 s; sync files=5, longest=0.024 s, average=0.009 s; distance=5 kB, estimate=212 kB; lsn=0/1F5C290, redo lsn=0/1F5C238",,,,,,,,,"","checkpointer",,0
