2026-01-29 14:47:57.157 UTC,,,30,,697b6f99.1e,5,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 14:47:59.616 UTC,,,30,,697b6f99.1e,6,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 24 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.362 s, sync=0.030 s, total=2.461 s; sync files=18, longest=0.005 s, average=0.002 s; distance=72 kB, estimate=72 kB; lsn=0/2128328, redo lsn=0/21282D0",,,,,,,,,"","checkpointer",,0
2026-01-29 15:12:57.873 UTC,,,30,,697b6f99.1e,7,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 15:12:58.078 UTC,,,30,,697b6f99.1e,8,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.121 s, sync=0.027 s, total=0.205 s; sync files=2, longest=0.014 s, average=0.014 s; distance=1 kB, estimate=65 kB; lsn=0/2128B10, redo lsn=0/2128AB8",,,,,,,,,"","checkpointer",,0
2026-01-29 15:22:57.213 UTC,,,30,,697b6f99.1e,9,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 15:22:57.919 UTC,,,30,,697b6f99.1e,10,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 7 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.623 s, sync=0.030 s, total=0.707 s; sync files=6, longest=0.014 s, average=0.005 s; distance=1 kB, estimate=58 kB; lsn=0/2129270, redo lsn=0/2129218",,,,,,,,,"","checkpointer",,0
2026-01-29 15:52:58.058 UTC,,,30,,697b6f99.1e,11,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 15:52:58.305 UTC,,,30,,697b6f99.1e,12,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.148 s, sync=0.030 s, total=0.251 s; sync files=2, longest=0.017 s, average=0.015 s; distance=2 kB, estimate=53 kB; lsn=0/2129B08, redo lsn=0/2129AB0",,,,,,,,,"","checkpointer",,0
2026-01-29 15:53:27.630 UTC,"admin","atswot",207,"172.21.0.1:51548",697b8275.cf,1,"PARSE",2026-01-29 15:53:25 UTC,11/6,1144,ERROR,42703,"column ""id"" does not exist",,"Perhaps you meant to reference the column ""swot_items.Id"".",,,,"
                WITH numbered AS (
                    SELECT id, 
                           ROW_NUMBER() OVER (PARTITION BY project_id, swot_type ORDER BY category_model, sequence_no, id) as rn
                    FROM swot_items
                )
                UPDATE swot_items 
                SET global_sequence_no = numbered.rn
                FROM numbered
                WHERE swot_items.id = numbered.id",66,,"","client backend",,0
2026-01-29 15:57:58.382 UTC,,,30,,697b6f99.1e,13,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 15:58:03.075 UTC,,,30,,697b6f99.1e,14,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 42 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.466 s, sync=0.046 s, total=4.693 s; sync files=25, longest=0.005 s, average=0.002 s; distance=212 kB, estimate=212 kB; lsn=0/215ECB8, redo lsn=0/215EC60",,,,,,,,,"","checkpointer",,0
2026-01-29 16:17:58.395 UTC,,,30,,697b6f99.1e,15,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 16:18:01.459 UTC,,,30,,697b6f99.1e,16,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 30 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.913 s, sync=0.061 s, total=3.064 s; sync files=18, longest=0.014 s, average=0.004 s; distance=104 kB, estimate=201 kB; lsn=0/2178E68, redo lsn=0/2178E10",,,,,,,,,"","checkpointer",,0
2026-01-29 16:47:58.838 UTC,,,30,,697b6f99.1e,17,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 16:47:59.134 UTC,,,30,,697b6f99.1e,18,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.218 s, sync=0.036 s, total=0.297 s; sync files=3, longest=0.022 s, average=0.012 s; distance=2 kB, estimate=181 kB; lsn=0/2179860, redo lsn=0/2179808",,,,,,,,,"","checkpointer",,0
2026-01-29 16:52:58.141 UTC,,,30,,697b6f99.1e,19,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 16:52:58.378 UTC,,,30,,697b6f99.1e,20,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.125 s, sync=0.039 s, total=0.238 s; sync files=2, longest=0.027 s, average=0.020 s; distance=2 kB, estimate=163 kB; lsn=0/217A320, redo lsn=0/217A2C8",,,,,,,,,"","checkpointer",,0
2026-01-29 17:12:58.593 UTC,,,30,,697b6f99.1e,21,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 17:12:58.798 UTC,,,30,,697b6f99.1e,22,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.112 s, sync=0.020 s, total=0.205 s; sync files=2, longest=0.013 s, average=0.010 s; distance=2 kB, estimate=147 kB; lsn=0/217AE78, redo lsn=0/217AE20",,,,,,,,,"","checkpointer",,0
2026-01-29 17:27:58.948 UTC,,,30,,697b6f99.1e,23,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 17:27:59.391 UTC,,,30,,697b6f99.1e,24,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.319 s, sync=0.024 s, total=0.444 s; sync files=4, longest=0.016 s, average=0.006 s; distance=15 kB, estimate=134 kB; lsn=0/217EE48, redo lsn=0/217EDF0",,,,,,,,,"","checkpointer",,0
2026-01-29 18:25:19.576 UTC,"admin","atswot",549,"172.21.0.1:38518",697ba60d.225,1,"PARSE",2026-01-29 18:25:17 UTC,49/5,0,ERROR,42703,"column a.GoalId does not exist",,,,,,"SELECT a.""Id"", a.""StrategyId"", a.""GoalId"", a.""ProjectName"", a.""ProjectCode"", a.""ManagementAreaType"", a.""IsAiGenerated"", a.""Objective"", a.""TargetGroup"", a.""StartDate"", a.""EndDate"", a.""TotalBudget"", a.""ResponsibleDepartment"", a.""KPI"", t.""StrategyCode"", t.""StrategyName"", g.""Code"", g.""Description"", t.""Id"", g.""Id"", p.""Id"", p.""Name"", p.""Description"", p.""Budget"", p.""StartDate"", p.""EndDate"", p.""OrderIndex""
FROM action_plans AS a
LEFT JOIN tows_strategies AS t ON a.""StrategyId"" = t.""Id""
LEFT JOIN ""Goals"" AS g ON a.""GoalId"" = g.""Id""
LEFT JOIN project_activities AS p ON a.""Id"" = p.""ActionPlanId""
WHERE t.""Id"" IS NOT NULL AND t.""ProjectId"" = $1
ORDER BY a.""ManagementAreaType"", a.""ProjectCode"", a.""Id"", t.""Id"", g.""Id"", p.""OrderIndex""",513,,"","client backend",,0
2026-01-29 18:25:46.870 UTC,"admin","atswot",549,"172.21.0.1:38518",697ba60d.225,2,"PARSE",2026-01-29 18:25:17 UTC,49/7,0,ERROR,42703,"column a.GoalId does not exist",,,,,,"SELECT a.""Id"", a.""StrategyId"", a.""GoalId"", a.""ProjectName"", a.""ProjectCode"", a.""ManagementAreaType"", a.""IsAiGenerated"", a.""Objective"", a.""TargetGroup"", a.""StartDate"", a.""EndDate"", a.""TotalBudget"", a.""ResponsibleDepartment"", a.""KPI"", t.""StrategyCode"", t.""StrategyName"", g.""Code"", g.""Description"", t.""Id"", g.""Id"", p.""Id"", p.""Name"", p.""Description"", p.""Budget"", p.""StartDate"", p.""EndDate"", p.""OrderIndex""
FROM action_plans AS a
LEFT JOIN tows_strategies AS t ON a.""StrategyId"" = t.""Id""
LEFT JOIN ""Goals"" AS g ON a.""GoalId"" = g.""Id""
LEFT JOIN project_activities AS p ON a.""Id"" = p.""ActionPlanId""
WHERE t.""Id"" IS NOT NULL AND t.""ProjectId"" = $1
ORDER BY a.""ManagementAreaType"", a.""ProjectCode"", a.""Id"", t.""Id"", g.""Id"", p.""OrderIndex""",513,,"","client backend",,0
2026-01-29 18:32:59.022 UTC,,,30,,697b6f99.1e,25,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 18:33:03.435 UTC,,,30,,697b6f99.1e,26,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 42 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.258 s, sync=0.061 s, total=4.418 s; sync files=32, longest=0.007 s, average=0.002 s; distance=160 kB, estimate=160 kB; lsn=0/21A7248, redo lsn=0/21A71B8",,,,,,,,,"","checkpointer",,0
2026-01-29 18:37:59.474 UTC,,,30,,697b6f99.1e,27,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 18:38:00.433 UTC,,,30,,697b6f99.1e,28,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 9 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.851 s, sync=0.044 s, total=0.959 s; sync files=6, longest=0.022 s, average=0.008 s; distance=12 kB, estimate=146 kB; lsn=0/21AA258, redo lsn=0/21AA200",,,,,,,,,"","checkpointer",,0
2026-01-29 18:42:59.511 UTC,,,30,,697b6f99.1e,29,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 18:42:59.772 UTC,,,30,,697b6f99.1e,30,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 2 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.133 s, sync=0.041 s, total=0.263 s; sync files=2, longest=0.027 s, average=0.021 s; distance=0 kB, estimate=131 kB; lsn=0/21AA3F0, redo lsn=0/21AA398",,,,,,,,,"","checkpointer",,0
2026-01-29 18:47:59.849 UTC,,,30,,697b6f99.1e,31,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: time",,,,,,,,,"","checkpointer",,0
2026-01-29 18:48:00.466 UTC,,,30,,697b6f99.1e,32,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 6 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.526 s, sync=0.044 s, total=0.617 s; sync files=6, longest=0.023 s, average=0.008 s; distance=10 kB, estimate=119 kB; lsn=0/21ACE78, redo lsn=0/21ACE20",,,,,,,,,"","checkpointer",,0
2026-01-29 18:53:45.339 UTC,"admin","atswot",618,"172.21.0.1:40496",697bacb0.26a,1,"PARSE",2026-01-29 18:53:36 UTC,61/5,0,ERROR,42703,"column a.ProjectId does not exist",,"Perhaps you meant to reference the column ""t.ProjectId"".",,,,"SELECT a.""Id"", a.""ProjectId"", a.""StrategyId"", a.""GoalId"", a.""ProjectName"", a.""ProjectCode"", a.""ManagementAreaType"", a.""IsAiGenerated"", a.""Objective"", a.""TargetGroup"", a.""StartDate"", a.""EndDate"", a.""TotalBudget"", a.""ResponsibleDepartment"", a.""KPI"", t.""StrategyCode"", t.""StrategyName"", g.""Code"", g.""Description"", t.""Id"", g.""Id"", p.""Id"", p.""Name"", p.""Description"", p.""Budget"", p.""StartDate"", p.""EndDate"", p.""OrderIndex""
FROM action_plans AS a
LEFT JOIN tows_strategies AS t ON a.""StrategyId"" = t.""Id""
LEFT JOIN ""Goals"" AS g ON a.""GoalId"" = g.""Id""
LEFT JOIN project_activities AS p ON a.""Id"" = p.""ActionPlanId""
WHERE a.""ProjectId"" = $1
ORDER BY a.""ManagementAreaType"", a.""ProjectCode"", a.""Id"", t.""Id"", g.""Id"", p.""OrderIndex""",16,,"","client backend",,0
2026-01-29 18:59:28.273 UTC,"admin","atswot",630,"172.21.0.1:47618",697bae09.276,1,"PARSE",2026-01-29 18:59:21 UTC,62/5,0,ERROR,42703,"column a.ProjectId does not exist",,"Perhaps you meant to reference the column ""t.ProjectId"".",,,,"SELECT a.""Id"", a.""ProjectId"", a.""StrategyId"", a.""GoalId"", a.""ProjectName"", a.""ProjectCode"", a.""ManagementAreaType"", a.""IsAiGenerated"", a.""Objective"", a.""TargetGroup"", a.""StartDate"", a.""EndDate"", a.""TotalBudget"", a.""ResponsibleDepartment"", a.""KPI"", t.""StrategyCode"", t.""StrategyName"", g.""Code"", g.""Description"", t.""Id"", g.""Id"", p.""Id"", p.""Name"", p.""Description"", p.""Budget"", p.""StartDate"", p.""EndDate"", p.""OrderIndex""
FROM action_plans AS a
LEFT JOIN tows_strategies AS t ON a.""StrategyId"" = t.""Id""
LEFT JOIN ""Goals"" AS g ON a.""GoalId"" = g.""Id""
LEFT JOIN project_activities AS p ON a.""Id"" = p.""ActionPlanId""
WHERE a.""ProjectId"" = $1
ORDER BY a.""ManagementAreaType"", a.""ProjectCode"", a.""Id"", t.""Id"", g.""Id"", p.""OrderIndex""",16,,"","client backend",,0
2026-01-29 19:01:47.372 UTC,,,1,,697b6f98.1,6,,2026-01-29 14:32:56 UTC,,0,LOG,00000,"received fast shutdown request",,,,,,,,,"","postmaster",,0
2026-01-29 19:01:47.436 UTC,,,1,,697b6f98.1,7,,2026-01-29 14:32:56 UTC,,0,LOG,00000,"aborting any active transactions",,,,,,,,,"","postmaster",,0
2026-01-29 19:01:47.456 UTC,"admin","atswot",635,"172.21.0.1:60894",697bae51.27b,1,"idle",2026-01-29 19:00:33 UTC,65/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"","client backend",,0
2026-01-29 19:01:47.465 UTC,"admin","atswot",578,"172.21.0.2:45306",697ba8c2.242,1,"idle",2026-01-29 18:36:50 UTC,55/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - CONN:2499286","client backend",,0
2026-01-29 19:01:47.470 UTC,"admin","atswot",460,"172.21.0.2:60758",697b9bdd.1cc,1,"idle",2026-01-29 17:41:49 UTC,47/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - CONN:3350415","client backend",,0
2026-01-29 19:01:47.490 UTC,"admin","atswot",458,"172.21.0.2:33984",697b9bc0.1ca,1,"idle",2026-01-29 17:41:20 UTC,46/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - CONN:6351414","client backend",,0
2026-01-29 19:01:47.516 UTC,"admin","atswot",456,"172.21.0.2:57598",697b9b9f.1c8,1,"idle",2026-01-29 17:40:47 UTC,45/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - CONN:6438705","client backend",,0
2026-01-29 19:01:47.523 UTC,"admin","atswot",407,"172.21.0.2:49964",697b96be.197,1,"idle",2026-01-29 17:19:58 UTC,38/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - DB:atswot","client backend",,0
2026-01-29 19:01:47.523 UTC,"admin","atswot",574,"172.21.0.2:36016",697ba874.23e,1,"idle",2026-01-29 18:35:32 UTC,54/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - CONN:6428225","client backend",,0
2026-01-29 19:01:47.561 UTC,"admin","atswot",410,"172.21.0.2:59860",697b96d1.19a,1,"idle",2026-01-29 17:20:17 UTC,40/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - CONN:9928217","client backend",,0
2026-01-29 19:01:47.565 UTC,"admin","atswot",409,"172.21.0.2:36950",697b96cd.199,1,"idle",2026-01-29 17:20:13 UTC,39/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - CONN:3044926","client backend",,0
2026-01-29 19:01:47.571 UTC,"admin","atswot",406,"172.21.0.2:49958",697b96bd.196,1,"idle",2026-01-29 17:19:57 UTC,37/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - CONN:2630760","client backend",,0
2026-01-29 19:01:47.669 UTC,"admin","postgres",405,"172.21.0.2:49946",697b96bc.195,1,"idle",2026-01-29 17:19:56 UTC,36/0,0,FATAL,57P01,"terminating connection due to administrator command",,,,,,,,,"pgAdmin 4 - DB:postgres","client backend",,0
2026-01-29 19:01:47.936 UTC,,,1,,697b6f98.1,8,,2026-01-29 14:32:56 UTC,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 35) exited with exit code 1",,,,,,,,,"","postmaster",,0
2026-01-29 19:01:48.253 UTC,,,30,,697b6f99.1e,33,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"shutting down",,,,,,,,,"","checkpointer",,0
2026-01-29 19:01:48.260 UTC,,,30,,697b6f99.1e,34,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint starting: shutdown immediate",,,,,,,,,"","checkpointer",,0
2026-01-29 19:01:48.389 UTC,"admin","atswot",640,"172.21.0.2:39790",697bae9c.280,1,"",2026-01-29 19:01:48 UTC,,0,FATAL,57P03,"the database system is shutting down",,,,,,,,,"","client backend",,0
2026-01-29 19:01:48.407 UTC,,,30,,697b6f99.1e,35,,2026-01-29 14:32:57 UTC,,0,LOG,00000,"checkpoint complete: wrote 13 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.065 s, sync=0.025 s, total=0.154 s; sync files=13, longest=0.004 s, average=0.002 s; distance=47 kB, estimate=112 kB; lsn=0/21B8C28, redo lsn=0/21B8C28",,,,,,,,,"","checkpointer",,0
2026-01-29 19:01:48.626 UTC,,,1,,697b6f98.1,9,,2026-01-29 14:32:56 UTC,,0,LOG,00000,"database system is shut down",,,,,,,,,"","postmaster",,0
